Store_Id,Product_Id,Quantity
302,282,225
302,283,208
302,284,296
302,285,486
302,286,80
302,287,152
302,288,4
302,289,367
302,290,55
302,291,409
302,292,185
302,293,12
302,294,472
302,295,66
302,296,43
302,297,377
302,298,105
302,299,99
302,300,36
303,201,8
303,202,359
303,203,410
303,204,95
303,205,220
303,206,203
303,207,388
303,208,260
303,209,173
303,210,25
303,211,137
303,212,490
303,213,252
303,214,103
303,215,180
303,216,295
303,217,399
303,218,220
303,219,40
303,220,322
303,221,284
303,222,237
303,223,149
303,224,83
303,225,310
303,226,77
303,227,464
303,228,377
303,229,376
303,230,283
303,231,272
303,232,265
303,233,440
303,234,222
303,235,493
303,236,165
303,237,360
303,238,380
303,239,318
303,240,387
303,241,163
303,242,250
303,243,287
303,244,283
303,245,430
303,246,163
303,247,263
303,248,388
303,249,311
303,250,430
303,251,15
303,252,25
303,253,53
303,254,377
303,255,127
303,256,53
303,257,147
303,258,112
303,259,414
303,260,421
303,261,387
303,262,97
303,263,91
303,264,160
303,265,137
303,266,465
303,267,215
303,268,358
303,269,59
303,270,451
303,271,138
303,272,9
303,273,120
303,274,394
303,275,159
303,276,385
303,277,456
303,278,147
303,279,94
303,280,478
303,281,135
303,282,11
303,283,163
303,284,168
303,285,12
303,286,141
303,287,219
303,288,356
303,289,354
303,290,302
303,291,246
303,292,374
303,293,154
303,294,140
303,295,275
303,296,136
303,297,108
303,298,403
303,299,291
303,300,337
304,201,350
304,202,432
304,203,366
304,204,283
304,205,383
304,206,461
304,207,190
304,208,109
304,209,111
304,210,249
304,211,280
304,212,35
304,213,3
304,214,117
304,215,470
304,216,482
304,217,295
304,218,251
304,219,125
304,220,474
304,221,67
304,222,225
304,223,130
304,224,372
304,225,272
304,226,110
304,227,32
304,228,303
304,229,209
304,230,172
304,231,309
304,232,56
304,233,155
304,234,199
304,235,139
304,236,479
304,237,88
304,238,180
304,239,462
304,240,444
304,241,201
304,242,148
304,243,264
304,244,353
304,245,473
304,246,112
304,247,373
304,248,144
304,249,446
304,250,365
304,251,342
304,252,479
304,253,149
304,254,374
304,255,37
304,256,426
304,257,132
304,258,312
304,259,457
304,260,472
304,261,70
304,262,491
304,263,426
304,264,461
304,265,184
304,266,304
304,267,25
304,268,372
304,269,317
304,270,418
304,271,272
304,272,477
304,273,447
304,274,473
304,275,331
304,276,468
304,277,66
304,278,133
304,279,461
304,280,216
304,281,160
304,282,27
304,283,264
304,284,363
304,285,338
304,286,122
304,287,447
304,288,215
304,289,3
304,290,233
304,291,349
304,292,238
304,293,173
304,294,155
304,295,161
304,296,382
304,297,175
304,298,465
304,299,428
304,300,485
305,201,136
305,202,304
305,203,404
305,204,406
305,205,268
305,206,112
305,207,334
305,208,411
305,209,181
305,210,120
305,211,242
305,212,334
305,213,337
305,214,60
305,215,391
305,216,115
305,217,312
305,218,64
305,219,435
305,220,400
305,221,366
305,222,370
305,223,446
305,224,346
305,225,173
305,226,248
305,227,132
305,228,459
305,229,183
305,230,329
305,231,137
305,232,16
305,233,400
305,234,433
305,235,320
305,236,281
305,237,162
305,238,1
305,239,362
305,240,350
305,241,342
305,242,145
305,243,204
305,244,418
305,245,385
305,246,195
305,247,496
305,248,460
305,249,8
305,250,304
305,251,23
305,252,356
305,253,177
305,254,60
305,255,42
305,256,346
305,257,453
305,258,252
305,259,9
305,260,271
305,261,24
305,262,410
305,263,300
305,264,355
305,265,472
305,266,494
305,267,144
305,268,104
305,269,418
305,270,225
305,271,447
305,272,197
305,273,494
305,274,56
305,275,438
305,276,360
305,277,240
305,278,198
305,279,54
305,280,279
305,281,13
305,282,285
305,283,47
305,284,100
305,285,246
305,286,391
305,287,116
305,288,220
305,289,250
305,290,299
305,291,468
305,292,184
305,293,442
305,294,82
305,295,2
305,296,407
305,297,485
305,298,142
305,299,349
305,300,289
306,201,24
306,202,129
306,203,14
306,204,51
306,205,166
306,206,206
306,207,184
306,208,332
306,209,458
306,210,489
306,211,6
306,212,492
306,213,359
306,214,57
306,215,238
306,216,220
306,217,291
306,218,211
306,219,141
306,220,140
306,221,97
306,222,287
306,223,306
306,224,373
306,225,429
306,226,128
306,227,289
306,228,114
306,229,223
306,230,286
306,231,472
306,232,264
306,233,366
306,234,186
306,235,39
306,236,290
306,237,277
306,238,255
306,239,32
306,240,380
306,241,98
306,242,305
306,243,22
306,244,31
306,245,286
306,246,23
306,247,182
306,248,416
306,249,375
306,250,60
306,251,66
306,252,33
306,253,175
306,254,448
306,255,454
306,256,368
306,257,319
306,258,0
306,259,61
306,260,343
306,261,156
306,262,213
306,263,399
306,264,143
306,265,3
306,266,166
306,267,471
306,268,294
306,269,218
306,270,379
306,271,93
306,272,43
306,273,47
306,274,148
306,275,14
306,276,477
306,277,388
306,278,88
306,279,105
306,280,310
306,281,380
306,282,486
306,283,437
306,284,147
306,285,290
306,286,405
306,287,450
306,288,43
306,289,247
306,290,452
306,291,335
306,292,211
306,293,98
306,294,253
306,295,53
306,296,392
306,297,157
306,298,6
306,299,101
306,300,468
307,201,117
307,202,20
307,203,334
307,204,241
307,205,323
307,206,69
307,207,223
307,208,296
307,209,331
307,210,245
307,211,83
307,212,77
307,213,125
307,214,84
307,215,412
307,216,47
307,217,100
307,218,290
307,219,118
307,220,351
307,221,228
307,222,54
307,223,57
307,224,108
307,225,314
307,226,199
307,227,358
307,228,295
307,229,55
307,230,12
307,231,28
307,232,410
307,233,267
307,234,18
307,235,144
307,236,65
307,237,387
307,238,79
307,239,165
307,240,68
307,241,175
307,242,43
307,243,362
307,244,89
307,245,104
307,246,288
307,247,379
307,248,342
307,249,389
307,250,327
307,251,321
307,252,285
307,253,317
307,254,284
307,255,113
307,256,212
307,257,134
307,258,478
307,259,469
307,260,259
307,261,390
307,262,385
307,263,326
307,264,268
307,265,183
307,266,204
307,267,74
307,268,395
307,269,287
307,270,422
307,271,150
307,272,498
307,273,20
307,274,430
307,275,154
307,276,318
307,277,241
307,278,128
307,279,481
307,280,264
307,281,318
307,282,15
307,283,272
307,284,45
307,285,371
307,286,390
307,287,250
307,288,482
307,289,353
307,290,266
307,291,270
307,292,236
307,293,154
307,294,251
307,295,483
307,296,396
307,297,137
307,298,137
307,299,428
307,300,201
308,201,120
308,202,286
308,203,308
308,204,362
308,205,263
308,206,243
308,207,81
308,208,8
308,209,213
308,210,88
308,211,385
308,212,3
308,213,26
308,214,174
308,215,38
308,216,239
308,217,486
308,218,157
308,219,432
308,220,159
308,221,188
308,222,454
308,223,207
308,224,198
308,225,276
308,226,71
308,227,355
308,228,416
308,229,307
308,230,56
308,231,197
308,232,138
308,233,409
308,234,500
308,235,489
308,236,197
308,237,280
308,238,108
308,239,173
308,240,458
308,241,218
308,242,163
308,243,357
308,244,489
308,245,140
308,246,461
308,247,463
308,248,117
308,249,127
308,250,401
308,251,73
308,252,48
308,253,8
308,254,474
308,255,369
308,256,481
308,257,292
308,258,69
308,259,492
308,260,234
308,261,418
308,262,417
308,263,49
308,264,130
308,265,477
308,266,296
308,267,2
308,268,31
308,269,281
308,270,390
308,271,329
308,272,246
308,273,131
308,274,106
308,275,369
308,276,251
308,277,66
308,278,328
308,279,316
308,280,378
308,281,228
308,282,481
308,283,299
308,284,84
308,285,282
308,286,158
308,287,262
308,288,86
308,289,277
308,290,364
308,291,379
308,292,144
308,293,404
308,294,324
308,295,127
308,296,500
308,297,427
308,298,137
308,299,208
308,300,61
309,201,18
309,202,57
309,203,327
309,204,290
309,205,131
309,206,92
309,207,398
309,208,450
309,209,265
309,210,361
309,211,24
309,212,73
309,213,277
309,214,181
309,215,413
309,216,483
309,217,102
309,218,409
309,219,404
309,220,162
309,221,495
309,222,107
309,223,445
309,224,138
309,225,382
309,226,49
309,227,54
309,228,22
309,229,84
309,230,174
309,231,34
309,232,234
309,233,383
309,234,119
309,235,199
309,236,144
309,237,126
309,238,251
309,239,334
309,240,437
309,241,219
309,242,352
309,243,270
309,244,144
309,245,325
309,246,199
309,247,193
309,248,172
309,249,28
309,250,34
309,251,264
309,252,52
309,253,239
309,254,267
309,255,288
309,256,248
309,257,189
309,258,432
309,259,456
309,260,307
309,261,386
309,262,333
309,263,291
309,264,491
309,265,334
309,266,370
309,267,284
309,268,275
309,269,489
309,270,457
309,271,297
309,272,43
309,273,77
309,274,406
309,275,83
309,276,408
309,277,73
309,278,325
309,279,125
309,280,407
309,281,464
309,282,193
309,283,451
309,284,314
309,285,214
309,286,203
309,287,163
309,288,26
309,289,475
309,290,285
309,291,83
309,292,317
309,293,28
309,294,500
309,295,288
309,296,51
309,297,110
309,298,189
309,299,19
309,300,237
310,201,58
310,202,69
310,203,393
310,204,39
310,205,414
310,206,274
310,207,252
310,208,184
310,209,67
310,210,266
310,211,482
310,212,231
310,213,200
310,214,45
310,215,392
310,216,300
310,217,323
310,218,306
310,219,111
310,220,141
310,221,198
310,222,276
310,223,118
310,224,305
310,225,122
310,226,289
310,227,475
310,228,233
310,229,151
310,230,7
310,231,225
310,232,142
310,233,162
310,234,209
310,235,31
310,236,361
310,237,120
310,238,155
310,239,152
310,240,244
310,241,499
310,242,446
310,243,343
310,244,60
310,245,338
310,246,368
310,247,279
310,248,152
310,249,468
310,250,49
310,251,371
310,252,177
310,253,72
310,254,208
310,255,126
310,256,428
310,257,19
310,258,474
310,259,206
310,260,329
310,261,47
310,262,36
310,263,365
310,264,439
310,265,328
310,266,429
310,267,98
310,268,243
310,269,294
310,270,143
310,271,495
310,272,292
310,273,399
310,274,348
310,275,380
310,276,292
310,277,253
310,278,218
310,279,210
310,280,46
310,281,173
310,282,329
310,283,121
310,284,200
310,285,470
310,286,16
310,287,392
310,288,467
310,289,144
310,290,383
310,291,42
310,292,290
310,293,418
310,294,138
310,295,466
310,296,446
310,297,111
310,298,108
310,299,240
310,300,152
