Customer_Id,Employee_Id,Order_Date,Total_Amount
1431,450,2025-10-07 11:32:51,22841.24
879,404,2025-09-07 13:36:28,97815.69
887,427,2026-03-04 17:59:51,91048.2
718,401,2025-10-31 07:15:33,53624.38
1378,422,2025-07-08 17:02:10,60591.31
1479,438,2025-04-08 22:38:13,53737.06
1037,426,2025-09-28 06:27:30,22702.76
1118,417,2025-06-24 06:26:54,38460.93
1028,427,2026-02-21 17:30:29,10873.49
914,402,2025-09-08 07:30:26,3776.78
1191,444,2025-11-13 00:35:59,47840.58
1405,413,2026-04-18 04:27:53,19846.6
630,414,2026-03-11 08:31:05,95867.14
999,417,2026-06-03 13:33:05,68863.57
515,435,2025-10-02 15:04:23,26225.33
1457,409,2026-02-01 14:07:49,47133.92
692,416,2024-11-12 06:56:00,77108.27
540,446,2026-01-24 15:29:56,11483.22
699,418,2026-05-29 15:34:24,26775.0
617,437,2026-06-15 14:46:17,28894.0
1484,445,2026-04-06 00:23:52,97822.76
1138,448,2025-01-09 22:50:10,26333.16
526,430,2025-08-07 18:50:32,17424.53
1274,422,2025-04-20 04:37:38,49376.28
1032,437,2026-07-20 06:11:13,41788.82
813,442,2024-12-06 21:48:47,27293.54
1403,429,2025-04-08 08:40:54,86462.7
1341,429,2026-04-22 05:57:12,66411.73
1195,449,2025-01-03 06:33:17,44553.78
716,450,2026-03-16 16:02:07,94049.39
1441,427,2026-05-25 03:35:58,17337.0
553,409,2025-04-17 03:12:28,16752.03
970,421,2026-03-07 01:00:53,98075.7
1000,443,2026-01-26 09:02:49,34119.54
700,443,2026-07-06 23:17:28,55081.69
1424,447,2025-07-06 16:45:27,51026.85
598,412,2025-05-28 06:44:03,95056.53
958,430,2026-01-26 00:30:05,18508.93
694,431,2024-08-17 14:21:13,48927.59
690,413,2026-07-13 08:08:02,7681.83
576,437,2026-04-01 04:59:45,29867.28
894,442,2025-09-14 10:03:50,70164.42
1244,403,2024-10-13 17:06:22,55871.69
1348,423,2025-04-02 00:29:14,54553.91
1105,420,2024-08-16 17:31:42,53549.49
994,403,2025-09-02 00:05:34,47308.7
1257,426,2024-10-07 07:33:23,71859.15
1061,441,2024-11-21 13:32:45,92130.85
939,418,2025-08-25 19:01:53,57624.78
790,405,2025-09-21 12:24:58,3289.82
1320,439,2026-04-05 22:32:22,27678.03
1458,449,2025-10-06 22:55:58,31756.11
792,440,2025-04-05 16:14:58,35324.75
1217,427,2026-01-19 08:47:11,23493.68
1326,425,2024-10-22 05:02:50,24878.55
702,428,2026-01-24 17:51:59,43143.62
650,426,2024-11-28 07:38:55,38082.73
712,430,2025-01-02 15:17:31,5177.76
921,403,2026-06-03 17:03:13,76086.79
790,416,2025-10-20 08:33:48,1285.52
1357,401,2026-02-11 06:10:16,95118.12
1214,404,2025-01-01 00:49:18,70418.49
724,420,2024-10-20 18:46:55,10778.78
1137,433,2025-10-31 16:22:23,68159.57
1288,404,2025-12-31 04:32:35,41865.98
531,438,2026-04-13 08:39:18,15532.98
1184,439,2025-03-10 12:05:35,84374.42
672,419,2026-01-01 11:48:36,83343.57
746,429,2025-04-21 13:07:18,32830.66
1216,445,2024-11-16 15:43:03,68165.17
802,440,2025-11-01 12:55:57,59517.65
1330,416,2026-01-16 02:41:49,99046.12
598,411,2026-06-03 18:49:34,66536.13
929,424,2026-05-31 09:24:40,52252.14
1371,443,2025-04-07 08:50:30,96308.82
1424,438,2025-08-01 16:40:58,36133.89
542,450,2025-04-07 14:21:15,52848.36
547,429,2025-12-25 05:16:56,98221.74
1071,441,2024-12-31 19:34:41,41227.32
1332,409,2026-06-23 23:24:54,16390.01
729,423,2025-11-20 02:42:03,24047.71
934,438,2026-08-01 20:11:30,98874.99
543,448,2026-03-07 10:01:11,16807.15
1443,429,2026-06-15 19:10:14,15291.29
631,445,2025-03-08 06:43:09,98437.0
1386,418,2025-08-31 20:21:35,32381.51
769,407,2024-09-09 09:20:41,56280.75
731,406,2026-07-04 00:53:25,21232.85
513,437,2024-08-27 20:54:43,7490.86
1344,408,2025-05-22 09:05:47,57291.3
780,437,2024-08-12 12:30:12,5655.84
1409,405,2025-09-01 11:44:21,14600.93
1160,436,2024-08-29 10:45:43,7742.8
1081,421,2025-08-10 19:15:49,92126.45
1181,403,2026-07-29 13:47:39,45654.9
1377,440,2024-08-22 18:13:28,26332.79
873,445,2025-11-02 23:59:39,1510.52
1204,409,2025-05-16 10:42:17,92606.1
1328,433,2024-12-05 02:55:06,9695.43
1400,434,2025-10-16 19:33:00,46987.29
1432,427,2025-08-10 01:49:49,39001.84
1387,442,2024-11-10 04:01:16,48490.35
507,426,2025-04-19 05:25:49,93533.29
662,447,2024-10-28 21:46:24,31133.79
938,420,2025-02-06 21:36:28,34013.43
827,431,2026-02-15 09:59:22,82326.71
1076,427,2025-10-10 05:38:10,17344.56
643,442,2024-12-31 01:23:32,15811.45
648,448,2024-12-28 05:59:56,42222.06
1436,403,2025-02-02 11:56:45,57691.95
1004,404,2024-08-10 00:58:04,67308.38
1192,410,2026-07-28 06:13:14,58018.08
1308,403,2025-05-06 03:16:23,12928.61
855,439,2026-08-07 21:47:42,97260.56
1114,422,2025-11-10 20:22:36,70439.67
751,436,2026-08-04 09:45:25,9493.24
597,447,2025-09-12 16:11:00,59352.22
1003,430,2025-07-04 02:14:20,28884.93
1144,418,2024-11-04 09:55:28,68192.52
878,449,2025-07-19 23:20:23,15744.08
787,428,2025-11-06 15:19:11,50020.47
1469,432,2025-06-06 16:39:51,8426.65
1015,434,2025-01-30 09:26:25,28278.74
1467,445,2025-08-01 03:50:34,50590.7
1007,419,2025-05-05 16:22:48,53056.15
618,450,2026-05-21 21:15:57,95476.64
1203,412,2025-03-03 18:32:16,9842.11
1091,429,2025-08-27 07:48:28,43523.99
1181,401,2025-01-26 02:58:49,55533.93
878,407,2024-10-26 20:51:28,54608.7
1133,431,2026-06-01 04:46:18,50316.14
1155,435,2025-03-26 18:49:03,44530.26
753,417,2025-11-17 14:34:48,13403.75
533,424,2025-02-26 09:00:43,63981.16
1153,442,2025-06-29 03:51:20,13932.53
538,411,2026-07-08 00:56:03,2546.23
1066,445,2025-07-01 03:02:38,95523.82
650,412,2025-01-31 02:50:31,58284.53
979,444,2026-02-07 23:10:30,34736.38
1476,401,2024-10-09 21:08:33,55541.39
630,430,2026-06-27 21:09:37,27194.87
1440,438,2026-02-02 06:09:19,64254.8
508,423,2026-08-03 04:54:48,2555.19
560,423,2026-05-15 12:25:29,84572.94
733,415,2024-08-16 12:40:50,61136.93
629,443,2025-12-23 16:38:19,97024.78
930,446,2026-06-22 14:30:52,51513.67
931,429,2025-07-26 12:27:57,70644.26
873,432,2025-07-08 16:33:06,98405.48
928,442,2025-06-09 06:01:50,77151.15
681,442,2025-02-25 01:02:52,48076.16
1452,411,2026-04-16 17:25:55,78479.67
762,421,2024-12-22 02:32:52,92784.49
546,434,2025-10-03 05:32:10,4311.35
832,439,2026-06-29 00:55:35,44937.66
754,444,2026-03-22 02:57:06,78569.36
558,433,2026-05-20 05:55:46,37337.94
866,402,2025-06-01 20:49:23,88556.22
747,441,2025-05-05 23:43:39,47440.72
1388,420,2026-04-07 08:25:50,64469.3
1161,425,2024-11-22 04:19:59,89661.64
1302,419,2025-07-02 10:16:48,31991.45
512,426,2026-03-25 11:56:44,4901.05
961,443,2024-09-06 06:32:33,65676.2
1107,426,2025-11-18 04:16:17,42879.61
825,408,2026-05-29 19:13:30,49491.57
1368,448,2026-02-19 12:55:37,84686.12
529,419,2026-02-26 21:07:00,85397.94
954,442,2024-09-02 01:25:59,71692.7
1080,430,2025-12-17 22:59:21,7889.03
830,419,2026-01-07 09:50:44,13119.71
1142,436,2024-12-06 07:14:11,68812.55
1112,443,2025-06-10 13:17:38,74180.22
1488,411,2024-09-13 00:03:00,61757.96
786,418,2026-02-08 10:59:23,6911.94
1253,411,2026-04-10 23:36:27,89430.3
1286,421,2025-10-15 07:07:07,65975.97
1248,425,2025-11-25 08:36:02,77513.65
605,412,2026-06-20 00:54:00,75516.46
926,409,2026-01-23 21:45:45,12177.27
1338,445,2026-01-26 16:13:25,36766.25
697,431,2024-10-22 04:07:19,86137.49
657,414,2025-01-06 18:09:47,66827.64
1337,432,2026-01-14 07:08:30,14983.23
701,419,2025-06-21 05:27:17,51976.31
831,436,2026-05-13 20:42:31,72656.66
863,412,2026-05-20 11:25:27,46246.86
1284,408,2024-12-19 11:19:09,60266.48
718,431,2026-02-08 13:46:23,74804.27
866,402,2026-07-06 20:50:29,683.83
1381,450,2025-05-09 23:04:31,25282.78
910,407,2026-07-20 04:43:07,40222.47
1253,409,2025-12-05 03:49:02,68008.78
1393,423,2025-02-17 23:25:11,90076.4
1106,443,2026-04-13 17:17:03,7732.58
664,412,2024-09-22 00:47:10,17212.23
698,401,2026-01-02 06:26:12,91943.52
1486,423,2026-02-04 04:05:37,28848.63
1209,446,2025-01-01 02:40:36,50999.22
1469,418,2024-09-19 09:23:47,60500.19
949,423,2025-12-04 21:11:33,28019.67
890,405,2024-11-15 17:03:52,59393.98
1358,415,2026-06-01 19:48:15,65482.57
1487,403,2025-07-10 22:17:29,33671.36
1036,428,2024-11-08 19:13:24,7548.7
620,410,2026-08-05 10:10:42,58345.17
1344,413,2026-06-10 05:26:48,54337.11
1336,437,2024-12-31 12:08:45,74016.49
1496,442,2026-06-08 14:34:13,46605.8
1221,443,2025-10-15 22:26:16,78876.36
733,419,2025-07-18 14:38:21,89342.11
684,435,2026-07-22 11:43:29,37734.34
789,434,2024-09-11 20:11:54,88477.86
909,418,2025-08-21 21:35:29,38298.08
1039,438,2025-12-07 04:19:21,64078.06
752,428,2025-11-01 00:40:18,9917.38
835,437,2025-08-19 15:31:31,89987.91
1409,439,2025-11-14 16:43:10,60974.09
815,427,2026-03-09 10:50:47,21478.39
945,436,2026-08-01 23:44:59,27510.37
1181,414,2026-03-15 02:06:47,22113.22
654,426,2025-04-01 08:39:23,21547.67
1220,401,2025-07-25 04:25:49,38301.31
952,401,2025-01-16 06:43:31,5551.56
908,403,2025-05-19 08:47:17,34805.79
1233,433,2026-05-17 16:04:42,2420.13
963,404,2025-07-14 10:37:36,26617.49
673,418,2024-12-02 16:06:10,48772.11
1187,440,2024-09-04 02:49:23,66931.23
1213,436,2025-05-10 10:01:52,12535.31
1133,436,2026-03-01 09:47:17,45798.12
616,446,2025-08-10 00:04:30,34156.26
872,438,2025-10-29 11:52:47,98959.89
1378,425,2025-12-15 06:23:05,42285.55
972,432,2025-02-18 09:12:29,21990.82
544,441,2025-04-21 01:30:09,56946.33
853,417,2024-12-27 08:02:34,83707.75
620,445,2026-03-11 23:36:12,76819.03
963,441,2025-06-18 03:00:16,16492.49
1108,434,2024-10-24 19:10:49,14593.3
902,442,2026-07-13 01:25:12,36086.83
1298,443,2026-08-01 04:13:10,16696.9
1280,434,2026-07-03 12:07:35,68907.68
954,404,2026-03-23 03:50:07,14952.28
1276,420,2025-01-11 18:20:41,27775.33
850,404,2026-05-02 21:31:15,16936.52
1049,430,2025-01-10 18:26:04,68072.39
698,408,2025-01-30 07:05:23,57144.0
982,412,2026-07-26 03:59:43,68832.0
831,447,2025-10-31 07:21:33,14862.23
1168,401,2026-03-09 02:36:03,71348.33
1123,450,2025-12-13 04:47:42,68819.19
858,426,2026-08-04 23:31:14,15787.84
1383,426,2024-09-18 18:08:22,11428.42
551,412,2025-10-30 23:55:18,96103.34
1089,404,2026-01-16 12:41:27,74050.83
1266,427,2026-05-25 06:03:26,86639.94
1038,438,2025-03-03 05:26:00,43802.07
614,421,2024-08-15 10:56:47,5592.65
1089,408,2026-04-30 05:11:21,3561.84
1144,403,2024-11-05 10:26:34,62501.25
984,416,2024-10-07 05:26:32,52619.18
1219,421,2026-06-11 21:31:38,53995.01
736,447,2026-02-11 14:13:50,98078.68
1399,433,2025-07-21 22:49:26,96687.9
1403,428,2026-03-15 01:48:48,2273.88
1169,444,2026-02-05 16:54:40,2922.56
1347,420,2026-07-30 08:07:58,20508.48
582,409,2025-10-19 12:24:52,41393.02
1210,427,2025-05-29 04:42:08,87626.06
1440,414,2025-07-09 06:52:52,20281.53
1404,430,2026-03-14 12:54:57,16885.58
1160,431,2026-02-14 00:02:22,51503.24
1383,422,2025-11-16 09:39:21,58559.58
1441,423,2025-09-28 06:43:48,82778.22
1295,438,2025-03-18 19:14:05,94936.13
1329,430,2026-03-01 04:31:56,52775.23
1071,436,2026-07-07 13:20:34,4856.67
1331,425,2025-10-04 11:40:59,970.66
1400,433,2026-04-01 03:21:44,58553.91
1081,441,2025-01-08 18:33:30,57251.93
691,416,2025-11-30 18:18:42,7920.14
877,420,2026-05-25 01:14:41,54976.65
1016,449,2024-11-18 20:29:02,16763.43
1424,422,2024-10-25 18:25:05,17385.59
935,426,2024-11-03 22:17:06,2446.83
596,409,2025-02-24 01:55:54,27799.11
1412,411,2026-06-30 05:21:02,2385.02
967,444,2024-12-09 05:25:38,62265.06
1420,405,2026-02-04 20:01:06,77230.11
947,450,2025-09-08 04:03:11,766.97
1494,431,2024-11-23 05:09:53,17474.87
786,443,2026-06-28 00:09:01,37076.33
1381,422,2026-04-23 01:13:54,2745.2
717,443,2025-04-16 14:22:02,2163.3
989,424,2025-08-22 15:38:00,60182.15
1206,409,2026-07-19 13:13:58,40222.37
552,410,2025-01-26 01:37:32,44163.31
1056,412,2026-02-07 04:21:05,50119.4
1087,421,2025-07-15 18:39:00,41683.48
832,401,2025-10-14 21:34:42,37908.26
643,433,2024-12-27 18:44:47,94690.81
753,425,2026-07-08 14:24:45,31552.85
600,449,2026-01-10 13:53:26,69637.38
924,430,2024-10-21 07:01:28,1510.63
1432,404,2024-09-21 16:06:48,44185.39
1468,422,2025-06-16 06:06:10,11279.19
1308,406,2026-08-05 12:31:24,26609.24
590,410,2025-11-11 17:17:01,83470.31
643,412,2026-01-28 01:48:45,62313.57
568,448,2026-01-07 08:46:46,51302.53
1212,409,2026-02-07 16:24:15,47816.26
875,410,2026-03-03 11:28:22,28709.67
1335,430,2025-02-12 11:42:16,90551.77
842,445,2025-12-02 00:37:31,80375.06
863,440,2024-08-30 16:09:02,65089.74
1281,417,2025-05-13 02:06:34,87107.01
569,449,2024-10-08 02:57:09,11633.38
668,443,2026-06-02 23:13:29,50100.18
1285,437,2025-08-28 07:53:06,1720.41
1359,428,2024-10-10 21:04:56,49849.62
602,434,2024-11-22 08:33:26,64352.94
1396,435,2026-02-13 09:32:33,81642.35
1258,425,2025-06-10 17:22:06,51443.26
1227,409,2025-09-13 01:41:36,11110.62
608,436,2025-12-23 21:19:14,54067.08
741,409,2025-02-03 20:17:10,64521.68
717,433,2024-10-11 22:50:02,9891.52
637,437,2025-08-29 07:35:13,90641.25
1012,449,2026-02-23 21:26:28,29561.22
1019,402,2026-03-16 09:34:13,61196.49
1482,450,2025-12-01 07:31:51,92919.9
520,429,2026-07-10 08:38:13,22992.59
1099,426,2025-01-11 01:45:51,796.09
768,450,2024-12-23 05:31:53,75375.68
1480,427,2025-07-02 01:45:16,6491.61
1343,443,2025-09-09 21:19:12,32954.0
1464,420,2025-11-19 21:51:19,12233.61
1492,412,2025-08-06 16:52:42,41845.86
1329,450,2024-11-15 00:08:31,22568.48
688,429,2025-01-25 19:55:42,86439.6
787,440,2026-08-02 13:05:41,78109.52
1147,406,2024-12-19 08:57:35,99277.38
1315,432,2025-09-12 18:47:10,45663.71
838,441,2024-10-20 09:47:47,87593.89
571,425,2024-10-21 09:53:44,38288.77
1434,410,2025-12-28 16:46:52,78602.28
917,422,2025-11-01 00:06:37,40617.76
1211,449,2025-07-23 13:25:59,96960.54
1387,405,2026-07-28 01:56:01,80355.76
1481,440,2024-11-01 08:36:18,70719.93
1006,438,2025-06-12 21:31:44,50915.33
1010,447,2025-06-19 19:53:49,89022.51
1351,446,2025-10-10 04:39:51,3407.58
1310,436,2026-06-07 19:25:01,87215.14
1413,416,2025-06-12 06:06:19,12993.83
670,419,2026-07-23 11:11:00,26298.9
767,444,2024-12-13 00:50:38,74044.37
1009,411,2025-01-05 07:13:28,2452.62
1458,411,2026-08-06 22:11:19,70762.5
1221,416,2025-09-15 07:05:52,39230.36
1007,443,2024-09-22 08:29:15,41569.81
812,424,2025-01-02 16:28:32,32580.82
760,448,2025-08-30 20:35:54,77533.49
512,424,2024-11-04 23:37:12,66621.82
563,425,2025-03-10 10:09:13,86289.94
942,433,2026-06-30 21:12:31,38953.52
1051,423,2025-02-15 22:29:14,36277.82
1109,412,2025-03-09 07:29:43,18196.92
1284,427,2025-05-04 14:44:49,80118.98
1136,420,2025-10-01 09:34:28,11786.28
1124,419,2024-08-16 03:45:49,37057.31
1143,427,2025-05-29 11:46:55,79007.44
1315,433,2026-01-24 01:23:06,99427.24
1299,429,2026-01-10 15:35:29,33203.6
603,422,2026-06-09 18:34:28,38165.24
1121,447,2025-10-06 09:33:20,38703.55
1368,429,2025-12-18 13:13:13,70059.31
1331,445,2025-08-08 06:41:32,29618.36
1029,405,2025-10-13 05:22:48,23263.1
747,409,2025-07-03 03:06:45,5073.75
1202,402,2025-10-08 13:30:07,78811.35
922,419,2025-06-12 18:57:07,53776.38
1467,438,2024-09-09 20:50:15,4000.73
642,431,2025-11-11 08:56:00,35196.99
