Order_Id,Product_Id,Quantity,Unit_Price
5644,201,3,43078.25
5671,257,5,9096.22
5841,281,3,16814.45
5247,266,5,46053.76
4310,263,4,35441.86
3157,283,2,13610.31
4393,288,5,17719.22
2669,215,4,1902.05
2668,237,4,23525.42
2418,297,2,4976.32
1021,207,2,44298.37
4831,222,1,13493.96
4943,270,5,18340.91
5735,222,5,43108.25
3874,296,2,8857.14
4642,264,3,6992.99
1468,259,2,35475.53
5498,270,3,46138.51
3247,227,5,40537.24
4906,284,5,5198.02
1662,252,3,36475.58
3948,277,4,49620.71
1591,265,3,30428.49
1662,267,5,38013.94
3408,267,5,35720.54
3625,217,4,24796.32
2381,299,1,38389.17
3055,273,3,6313.48
2047,227,2,27207.14
4054,228,4,28730.65
5793,277,2,16892.64
4890,248,1,20639.24
3564,262,4,1780.93
5803,242,5,8265.08
4495,250,5,33534.32
5548,288,1,27546.52
1708,249,2,1235.49
4054,248,2,29027.31
3545,236,3,4054.26
2245,258,1,33845.41
4329,283,5,42521.74
1059,281,4,4906.17
2990,223,4,44970.68
4680,272,1,7929.36
3318,291,1,39286.33
1578,221,3,2827.61
4173,230,4,2857.62
4711,275,4,13025.11
5056,227,2,24801.64
4933,272,2,28417.02
5503,240,5,16432.39
5291,269,1,49696.42
1391,255,3,25863.04
5477,278,2,34753.63
4413,224,4,23212.43
4876,217,1,6916.35
1378,230,5,7828.88
4655,287,3,42875.43
1305,232,5,43016.14
2433,228,3,28506.21
1468,269,4,42876.24
1974,226,2,19083.9
3561,202,5,3360.13
5617,264,5,13129.74
5101,251,3,34528.16
2481,239,4,9476.01
1159,245,2,32654.48
3313,218,1,25280.85
4748,296,5,19385.78
2419,213,3,48063.36
3334,226,3,44553.65
1921,300,2,9722.54
3953,249,1,23061.04
3475,204,2,45531.96
5486,209,3,30609.03
4030,248,2,5472.9
1514,264,3,13518.08
2849,278,2,31975.27
1788,272,3,1094.43
4501,241,2,48860.15
2963,206,4,45518.98
1429,287,1,23523.51
5537,223,4,3360.0
5899,236,5,459.75
4729,251,1,24081.13
2515,285,1,6150.02
4439,234,5,6175.98
3251,234,4,41685.72
5253,274,2,48987.15
2097,205,5,48632.5
3943,283,3,24332.65
2517,222,1,38048.28
4593,220,5,14742.93
1957,250,3,6486.29
2838,236,3,21853.72
2468,264,2,2478.57
3545,290,5,5214.89
3528,239,1,15975.38
3440,274,3,43231.52
4817,209,3,38066.02
1853,261,2,18278.36
1762,230,4,15001.15
5772,257,3,735.91
5157,212,1,6756.09
4688,241,5,4465.21
3116,298,2,37584.41
4870,242,5,48543.02
1603,296,1,11188.99
2702,259,1,1365.53
5926,273,2,8003.21
5108,216,5,48297.38
2243,215,2,4278.56
1520,288,5,33070.81
2334,271,2,21598.46
1631,221,3,12610.65
5811,225,2,33717.56
4778,294,4,44413.72
5270,291,2,8477.88
1310,247,1,2820.79
2842,243,5,3151.29
2727,295,1,6038.45
1949,289,4,46135.96
4427,250,2,40362.07
4853,235,4,31025.83
4549,291,2,26095.49
3125,209,5,29133.79
4288,286,1,35854.25
4143,298,2,41486.97
5853,252,2,44880.11
3355,259,4,21657.33
1382,243,4,39901.53
4182,235,4,42060.67
5405,299,3,5954.12
5126,244,4,30531.56
2008,294,3,12412.76
4048,229,2,30479.94
3470,265,5,42986.41
2907,226,1,44292.83
2726,274,3,17080.9
1014,275,5,3416.03
2105,269,4,27401.7
4064,227,2,16896.79
3789,276,3,48420.88
2844,282,1,28767.47
2324,223,2,44959.48
5508,246,3,12221.56
4870,225,2,34280.11
4657,297,4,19504.69
1683,251,3,20350.69
4079,300,2,4307.26
4371,242,4,35553.95
4880,252,2,39146.82
1334,287,2,8077.64
3948,268,5,27855.16
3594,211,1,40058.32
5476,278,5,27221.86
4175,235,1,29482.92
2709,260,5,3865.56
3785,232,1,13684.56
1445,276,3,31911.33
3625,252,1,38098.48
1604,287,4,5774.68
2132,282,2,3325.15
5922,205,5,4983.71
5874,237,2,38601.02
2418,220,5,5279.64
5226,229,2,21692.41
1539,295,1,17464.13
5661,297,5,12499.83
2792,277,2,15297.98
3347,205,2,22414.23
1021,292,4,29662.12
5724,212,1,35218.82
3866,236,4,40340.33
5589,214,2,46880.31
2513,238,2,10477.29
4713,202,4,39831.41
1079,288,5,10503.12
4682,253,5,12472.93
4485,217,3,36304.55
1912,201,4,8695.7
2078,287,4,44233.1
2336,262,1,14033.13
4024,229,3,36353.4
1746,257,3,46007.98
4083,239,1,49957.3
1619,258,1,36184.55
3850,262,3,34377.14
2355,254,3,4523.35
3094,287,2,6675.06
2943,237,3,30585.11
2016,251,5,1331.99
3884,298,5,34419.39
5475,221,5,7704.78
5767,247,1,28301.18
1066,266,3,21047.13
1137,227,2,15671.54
4455,212,3,11596.53
1596,208,1,36175.56
1717,248,2,7638.81
2591,207,5,11611.45
1792,274,3,22201.43
4263,255,5,36785.26
3896,236,2,14845.85
5693,213,2,12845.38
5658,240,2,15139.81
2544,281,5,13909.13
2421,254,1,15502.55
4104,216,4,32526.59
5991,251,2,22043.51
2254,240,2,20654.29
2060,289,3,22539.11
2390,239,1,9564.76
1257,279,5,29000.45
4832,233,2,20334.12
5672,255,1,37080.74
3268,248,1,48203.83
4760,261,5,1918.63
4641,249,4,27321.92
5134,211,4,1150.55
3236,276,5,17560.81
2825,264,4,29888.13
5135,210,5,9166.11
2498,255,1,334.64
5835,234,3,246.76
5140,268,1,2496.34
3340,248,4,22016.34
4905,224,3,48813.17
4910,207,2,29176.99
5459,248,5,22757.15
2437,252,5,19884.16
1892,281,5,11837.12
5522,220,4,35727.61
2223,231,4,31102.66
1805,215,4,35969.41
3626,279,1,25349.96
4852,285,3,48796.33
4064,300,1,18009.54
4593,217,2,17099.01
5801,204,4,9257.6
4198,202,5,7069.41
1019,206,4,11110.48
4469,283,5,24095.55
1182,240,1,35745.85
4986,299,2,29943.54
3482,206,4,18542.23
4474,238,2,38049.26
4752,268,5,35530.59
5611,242,5,26970.65
5661,288,5,1874.81
4958,220,1,45474.57
5482,263,3,2987.46
5866,230,2,42929.92
2374,255,5,14677.86
3930,268,2,31956.43
3615,267,1,5643.61
2120,265,3,32971.45
1312,227,5,5785.81
2006,300,2,45532.7
1825,288,3,14896.12
5794,290,2,33829.44
4630,227,3,31376.3
1286,299,5,16522.7
4767,246,3,17008.52
4042,247,4,2128.72
5622,222,3,21736.47
5150,255,3,18564.4
5335,213,2,19374.09
5328,297,1,42869.89
3444,261,4,34859.69
2446,218,2,391.25
5393,252,5,31358.62
1975,262,3,11545.55
2017,244,5,3338.75
3663,292,2,23466.66
3620,246,3,7714.93
3158,275,4,36689.38
3335,210,3,17657.33
5728,229,2,43538.93
5104,209,5,3859.22
5485,277,2,29412.84
1034,278,2,43099.53
3404,235,3,13356.12
5149,221,3,37032.41
5505,250,4,15971.1
5954,220,4,41246.68
3829,265,2,36466.26
2935,234,1,5432.84
5560,282,4,10923.17
5105,275,1,25619.45
1990,220,3,48159.79
5493,216,3,32175.45
2475,228,2,43975.66
4043,225,4,2773.45
3083,241,1,31447.13
1168,213,2,31785.08
2608,231,1,42821.84
1196,228,3,25979.13
1634,270,1,46429.15
2114,270,4,20396.46
1933,206,3,37991.72
4837,289,4,24032.63
4213,239,3,29802.31
4541,243,4,47410.47
5918,247,3,7228.37
5720,258,5,29148.23
5395,215,4,17102.54
4522,209,3,2328.87
3203,266,5,5984.2
3962,282,5,5112.4
2904,209,5,15873.68
5688,275,1,25847.1
1274,263,2,23207.82
2607,238,3,2673.27
3978,293,3,12549.05
5672,281,1,28268.89
5621,245,5,25130.73
3200,257,3,44724.43
1460,268,1,31186.49
1507,260,2,8550.71
3401,253,3,37759.56
4004,298,2,42497.95
5815,254,4,38302.26
1033,230,3,37327.69
2308,281,2,1669.01
3801,258,3,47000.78
1905,206,2,27983.72
1713,295,4,41983.68
4914,269,4,5874.86
4506,234,1,32632.97
5600,209,1,1066.6
4838,296,3,25656.56
2608,213,3,2243.04
3716,230,4,6739.03
1125,213,4,31711.28
1590,232,5,36193.65
3934,272,2,30859.57
4639,257,3,33748.35
5820,218,2,2636.28
1435,247,2,22630.85
4738,205,4,10041.95
4593,266,2,9408.01
3495,265,4,33240.05
2254,221,1,23136.17
4726,265,1,43084.82
2178,246,2,8487.1
1266,245,4,42688.36
5186,268,1,49963.37
5381,294,2,4850.54
5186,266,2,22392.51
5348,296,2,20677.38
3644,226,2,8681.89
1492,280,2,48972.62
4301,235,3,7999.3
1723,274,2,26071.83
2197,264,3,5399.08
1096,267,2,24428.56
1135,244,1,37695.41
1600,296,4,37403.47
5418,287,5,29844.84
5277,235,4,36837.42
3374,285,5,31395.97
4266,277,2,19297.94
4438,277,2,33397.0
4116,228,3,7435.28
1042,221,2,6032.53
3619,223,3,16304.14
1575,223,4,39670.54
4154,246,1,11653.67
2358,269,2,10259.35
5775,242,5,47358.35
4005,264,1,21324.4
3829,297,3,33789.28
5712,240,5,43516.22
2857,263,5,32375.41
5385,235,4,40172.0
5412,294,1,13715.0
4654,256,5,26625.4
5884,242,2,8568.7
5001,232,1,44703.36
3955,264,2,27007.43
4667,261,4,37830.57
5833,291,5,38842.21
1641,297,3,29622.67
1630,275,1,41941.98
3996,245,3,48558.49
3820,248,2,33640.91
4513,265,4,22433.93
5968,283,3,49107.7
1605,205,4,40507.18
1540,267,2,41962.02
4284,267,1,10631.39
2672,243,1,30635.21
3090,248,4,952.43
4643,246,5,49863.94
3813,241,3,48934.87
1543,223,1,30110.93
4115,286,4,6005.78
4469,283,5,34648.55
4105,289,4,323.11
3482,227,5,12678.7
3444,288,1,2545.03
1792,266,1,5143.44
4316,212,4,21600.61
1320,257,4,3327.37
4556,216,3,7157.94
2184,260,4,25924.81
4838,284,1,41148.32
3255,299,4,48808.9
4315,214,3,37856.76
3658,292,2,13456.57
4332,274,5,33430.46
3832,256,2,14370.39
2164,217,1,46993.94
4091,276,5,19709.8
4705,277,1,11053.69
4692,234,2,26989.15
2102,286,5,45311.86
2828,264,4,35699.01
1004,231,5,44226.79
2938,215,2,32449.67
4612,215,3,1678.26
1388,288,3,18376.64
5420,278,4,16821.83
5382,215,4,5621.44
5186,235,2,9939.28
4091,293,1,17520.53
3698,258,1,25268.4
1002,287,1,9769.78
5651,239,5,1580.09
4390,271,1,17928.57
5002,285,2,49455.56
1824,299,5,25864.76
1978,218,2,33808.1
1200,226,2,40290.72
4367,218,4,9417.3
2676,249,5,46737.04
5498,230,1,49920.54
4751,288,2,3338.07
5674,212,4,18030.05
3078,239,5,4793.17
3860,220,4,12003.63
5691,300,1,46368.55
4034,272,3,32115.43
1243,255,3,32123.1
1482,270,2,43102.45
2152,216,5,46461.29
4464,247,5,19347.04
3448,284,2,31355.24
3433,248,2,21850.58
3794,227,2,8602.64
4435,259,4,8640.64
2887,220,2,40195.96
2039,233,4,48301.16
4693,231,1,11580.34
1992,290,1,1168.27
1428,290,4,16923.81
2285,271,4,30301.94
4424,252,1,5420.83
2456,212,5,29094.14
5714,272,3,40374.46
5254,260,2,44080.77
1881,236,4,11100.51
3059,300,5,46989.88
4328,257,2,42156.55
1093,285,2,12891.92
4617,249,5,18339.19
3378,267,3,12860.79
2584,249,4,682.11
4081,263,5,4219.45
1743,224,2,31563.45
4844,226,2,40597.27
3847,272,1,25517.05
2043,299,1,13499.1
2463,206,4,26544.36
1216,286,3,48424.26
3069,256,1,8741.47
2506,219,4,25840.55
4661,270,1,37229.62
4028,214,5,919.86
1786,238,4,12187.9
3666,283,3,24186.24
3970,212,5,2532.76
3353,227,2,27360.68
5247,272,5,8091.37
4049,286,3,26398.71
4392,296,3,5484.19
1646,272,4,25844.89
4866,217,4,24836.42
3995,285,1,26179.09
3596,258,4,22320.58
2251,263,3,24499.65
2515,263,4,4930.45
3210,212,1,22637.84
1806,202,5,28782.24
1829,259,3,19063.6
1800,293,1,15067.84
2809,257,4,13104.8
4874,255,3,15156.59
1486,222,2,49633.62
1714,218,4,46965.13
2764,210,2,9874.65
3978,260,5,2619.61
3115,264,3,9919.64
4916,266,3,349.62
3395,276,5,4415.34
5847,273,2,21267.33
5321,265,5,3982.6
4256,268,5,11757.11
5643,281,5,46095.17
2963,236,2,30282.47
4733,246,3,293.83
4914,268,1,47515.87
1830,244,5,33432.52
3622,253,3,13133.16
3541,275,5,19516.57
3111,212,3,13669.77
4769,247,3,28784.15
4601,228,1,9194.04
5108,228,2,37860.89
4404,253,5,42609.36
1180,218,1,40256.32
4993,214,5,21148.8
4868,212,2,19751.22
1103,213,1,25230.19
2262,275,1,35414.39
5098,256,5,29256.24
4433,258,4,39499.33
4545,212,4,15633.1
5417,235,1,31394.7
3095,292,2,36235.18
2043,247,1,16236.11
5801,201,1,2156.5
2574,299,5,19404.39
3929,285,5,21775.73
2703,225,5,42911.22
3082,227,4,4336.27
2706,258,1,36966.7
4614,294,2,21233.21
5572,246,4,25373.48
5235,216,4,47723.18
3914,246,1,34573.35
2720,229,1,47970.89
4391,215,3,9258.73
2833,244,1,48476.3
2697,291,1,24257.34
5949,243,2,27085.39
3972,226,1,5922.22
5028,236,1,11309.63
2206,266,2,6874.61
4040,206,5,3478.22
5463,261,1,48300.49
2932,237,3,8524.4
4515,271,4,10078.4
5886,241,5,34171.23
5604,257,2,14389.11
3449,210,5,6809.68
2070,298,2,32432.7
3219,281,2,40614.21
1273,229,1,7819.33
3932,260,2,42984.34
3019,228,4,42456.85
2143,237,5,5510.36
2759,293,4,27542.95
1311,300,5,34467.07
4350,247,5,45844.84
3140,226,5,1774.68
2224,245,3,34576.54
2120,243,3,38340.6
2672,258,5,41982.03
5813,254,1,43148.57
1093,286,1,26171.93
3849,224,5,30485.06
1060,232,4,1695.88
3422,280,5,3430.45
3854,271,5,12113.99
5996,224,4,31794.85
4727,256,3,5429.55
4223,274,2,31927.36
1849,247,1,26330.19
2688,297,2,34450.87
1068,255,2,26096.96
4459,228,4,15412.94
4146,256,3,39238.23
4518,280,1,5369.45
1128,259,5,21774.38
4978,274,2,29243.68
1094,283,2,36781.26
1413,227,1,46990.15
2485,280,4,16327.31
1970,252,4,24767.88
4236,256,3,3019.49
2669,267,3,38953.17
5863,248,1,3378.52
3650,247,3,44963.27
1289,270,2,42257.62
2484,221,4,43965.19
2642,209,5,21386.32
3739,228,5,4483.36
5189,251,3,42786.22
2468,225,3,49239.34
1379,291,3,28520.67
4947,245,2,21594.18
5698,252,2,3007.93
1631,208,5,28861.75
2223,250,3,4141.72
1900,276,5,35484.53
2984,235,4,4808.46
5242,210,3,4085.58
2894,295,1,44884.72
5902,229,2,29578.56
2121,206,2,6924.61
2870,217,2,11624.15
1228,298,5,25186.75
3293,218,5,33051.96
2559,270,5,46198.09
3303,246,4,11421.79
5248,234,1,47913.31
1273,211,5,759.61
3881,281,3,40789.68
5702,266,2,49786.82
1532,299,4,40671.96
3942,296,3,12800.82
4088,279,1,32419.75
2258,257,1,27118.1
2539,275,1,1130.01
4791,300,5,8557.17
2163,260,2,29978.49
4750,269,5,11511.99
5160,287,3,15109.98
1467,217,2,1746.22
5770,282,4,31073.25
4783,248,2,5842.17
3761,291,2,4795.19
3988,246,1,10086.53
4022,264,1,33781.74
2156,218,5,46112.23
5409,255,3,19251.97
4129,216,5,42069.31
4781,206,3,15359.89
1008,256,5,38682.54
3430,279,3,16881.93
3495,277,3,24197.78
2574,238,1,37569.3
2300,221,5,7912.63
5249,274,2,21180.94
4182,211,5,47087.65
2115,295,4,882.17
4265,264,5,36449.13
2271,208,1,9564.23
4875,285,5,8533.26
2250,241,1,31054.57
1988,243,1,36095.53
4860,282,5,40931.49
5951,249,2,37084.54
1684,263,3,44222.33
3856,234,5,24544.39
2970,221,2,5598.14
2991,268,1,21091.9
1936,252,2,29320.59
1186,242,5,43672.71
1289,270,3,9550.03
1877,220,1,46499.8
1732,296,3,46544.48
4389,296,2,27787.77
5329,278,2,49775.05
1912,245,2,19585.18
3613,238,2,17859.75
4635,271,1,37829.57
5633,208,3,48063.0
4387,246,4,24311.25
3033,264,3,47852.12
1457,284,4,2644.65
5095,259,3,39224.08
4242,209,2,44425.46
4783,209,1,29354.86
5433,211,5,28807.71
1157,292,5,26584.38
3045,246,1,36623.87
2364,206,5,45214.75
3780,217,4,6896.64
4400,241,2,48639.21
5531,273,4,16308.85
1690,287,5,18897.31
2902,204,3,38795.93
3554,215,3,48414.82
4257,271,5,45429.03
1387,215,4,33915.92
3709,219,4,31260.65
6000,268,5,3095.71
3726,291,3,20288.47
5390,229,1,28600.22
2309,276,5,1677.25
5389,213,5,19943.72
3556,247,5,39632.64
3981,233,3,24122.61
2399,282,3,47779.48
1409,226,5,9633.48
1048,298,1,29156.61
5515,285,1,32715.42
1998,294,4,23037.36
2832,213,1,3296.43
5100,222,2,45555.94
5472,294,4,30881.18
2405,276,1,5383.74
2218,246,1,15489.95
4505,245,5,23499.01
4745,207,1,39725.59
5794,278,5,2383.22
4225,266,1,22370.89
1057,228,1,44073.84
3852,217,5,18951.19
3986,210,4,7799.94
5181,274,2,36562.51
1670,280,2,27884.64
1479,212,5,22652.96
1501,286,2,39352.75
3451,251,4,1505.13
3618,299,4,22630.07
1351,254,1,4903.4
2115,217,1,47288.67
5891,201,1,30925.97
4609,207,2,17618.72
1815,292,2,31576.24
3265,236,4,28856.48
4387,276,4,33968.16
2119,211,3,41997.39
5088,212,3,48385.41
2830,202,3,38540.26
2609,278,4,29028.8
4293,292,3,29837.54
5159,276,1,26454.1
4610,288,4,49787.12
4293,273,4,16096.59
2930,214,5,28877.9
2793,257,1,39285.39
5879,253,5,35662.31
1409,205,2,5408.22
3649,260,1,20162.84
4981,218,4,9102.67
3564,283,4,35467.18
5484,222,5,37425.75
2389,257,3,3965.86
3040,241,2,31117.86
2428,245,4,49052.34
3102,276,2,35259.86
2396,241,1,9470.18
4857,246,5,15022.72
4136,233,4,24736.13
2419,206,4,36452.5
4314,260,5,3708.86
1539,256,2,13808.82
2294,282,1,37413.6
2162,294,4,37430.11
4419,213,1,42274.71
2416,214,4,39970.89
5938,236,2,2098.09
5905,283,3,30400.52
3492,203,3,3779.72
5920,202,4,20317.12
5129,213,4,16895.21
3571,202,4,47664.71
2473,299,2,8092.17
3469,296,4,24511.63
1595,221,4,39829.32
4084,227,5,1710.1
2838,232,1,8190.51
3242,214,5,13437.53
5122,228,4,4326.22
3775,253,3,8839.84
4363,225,5,24851.46
1029,276,4,950.73
2361,279,5,13248.13
3010,228,1,48267.52
4740,238,3,8761.55
5787,206,3,3009.11
1404,281,3,43096.42
5954,289,5,47727.35
2902,264,3,48851.68
5700,254,1,5785.9
5442,270,3,42754.26
4967,217,4,14983.31
2755,242,2,32748.69
3736,252,3,46120.73
1718,208,5,41009.29
3191,228,5,6741.32
2418,283,3,12729.34
1187,218,2,26167.28
2313,254,3,13276.7
5944,275,2,10554.04
5238,256,2,42461.71
2824,284,3,28459.37
4463,209,2,7313.39
2043,268,2,24791.33
3243,295,4,35672.55
4197,271,4,33115.63
2687,269,1,7194.91
3628,204,1,18737.77
3983,284,5,23546.08
4322,253,4,29450.64
4751,217,5,36278.17
2880,213,5,18251.71
5377,251,1,18675.11
1976,256,3,18183.06
2593,216,3,48223.49
3887,290,3,28031.91
4217,202,3,15530.36
2753,293,2,22834.49
4453,208,3,45024.7
4601,233,2,15237.48
3081,224,5,12376.86
3846,265,2,16627.49
5281,225,2,44585.3
3797,233,1,24558.38
5237,274,1,40933.22
4532,245,2,34525.31
2715,283,2,24272.68
1718,220,4,28154.77
3320,231,2,3494.45
1982,244,1,6867.43
2540,296,2,37684.8
1345,227,2,34739.39
2241,211,5,47877.98
1024,243,5,6053.22
4925,214,3,26912.89
2785,293,1,32286.17
1669,229,3,22304.93
3113,297,3,25238.6
3953,275,5,7948.84
4120,262,2,25314.41
2145,220,2,34432.3
1380,278,2,14390.79
1108,291,5,37722.85
4654,262,5,49625.61
2165,262,4,3437.47
2207,253,5,47029.62
1593,236,2,16466.68
4470,272,2,23779.91
2612,272,2,2534.35
1691,266,2,43353.27
3417,288,2,48530.73
5515,290,3,5555.68
4892,238,5,10413.7
4538,246,4,38426.53
5594,240,2,4019.66
3649,291,2,8592.87
4981,254,4,11411.93
2176,209,5,29569.85
1331,243,2,32618.39
1333,282,2,11849.57
2251,231,4,46685.64
4348,213,3,8234.28
1365,214,1,32674.2
5673,212,5,25811.5
2716,278,4,27680.06
3616,248,3,32029.84
4161,255,2,22411.71
3313,295,4,29967.43
1726,244,2,4974.28
4140,288,5,45717.92
1667,250,1,38829.43
1264,279,5,21127.92
2010,231,1,39270.6
5002,208,4,28209.84
2614,236,5,32423.99
3448,241,4,38932.72
1323,215,1,47285.57
4121,240,2,43166.61
3998,213,3,4679.69
5461,230,4,40908.16
5302,288,4,49202.54
2992,275,3,26092.12
1814,209,1,46520.44
5366,250,3,23280.11
3757,226,1,39262.25
3726,287,3,37613.64
3746,243,3,45409.62
2365,256,5,3812.97
1870,228,2,225.1
3131,299,3,11362.66
1496,228,5,37973.35
2242,241,2,41089.25
5897,214,1,17182.9
4082,256,2,49578.46
3252,254,5,46841.86
4476,219,1,39874.23
4892,207,1,27419.8
1230,206,3,30924.12
3886,299,5,1001.09
1237,245,4,1388.96
3634,210,5,29370.15
2062,282,2,11979.35
5232,269,1,6572.61
1645,246,2,6418.52
1681,267,1,15840.6
4081,217,2,28744.74
5970,272,5,16020.44
3835,237,3,7950.35
3083,231,5,41440.71
5261,270,1,29296.8
4517,219,2,8236.25
2488,274,3,40950.46
1197,221,1,32825.83
1101,218,1,48648.48
3416,298,3,4653.88
4022,218,1,37579.38
2046,232,3,37288.07
2449,207,5,1733.81
1126,297,5,21066.82
4867,225,3,27552.12
2968,208,3,35667.91
5732,295,1,22232.41
4836,207,1,28140.32
5352,251,1,48242.01
1906,228,4,27316.53
1835,265,5,44540.03
5826,267,3,43641.91
4247,202,3,30617.12
1171,253,4,6994.93
2287,297,3,14302.56
2960,286,1,3520.41
2461,296,4,11499.94
1065,252,4,46223.48
3481,279,4,6090.72
5164,299,1,14852.13
2319,299,4,20064.85
4534,272,1,28128.2
3769,291,4,14522.56
5468,278,1,3611.32
3414,264,5,42457.85
4667,239,5,24528.4
4153,244,2,16156.07
2132,220,4,438.2
5531,263,5,27057.87
4350,235,4,11497.62
2558,226,4,25244.45
2237,295,3,241.24
4830,283,3,43194.23
5815,224,2,24302.2
3205,204,4,29196.81
2833,223,1,6364.35
4726,262,1,19470.15
3072,298,2,36666.04
1776,254,3,12860.68
1083,284,5,15957.18
1925,284,2,23759.41
4303,242,4,40508.02
2781,210,4,43097.23
4186,202,5,20765.48
5127,208,2,364.3
1866,291,2,37735.15
4833,282,2,48901.34
2071,269,3,39789.23
5193,245,2,30205.88
3729,273,5,4220.09
5535,264,2,29791.12
3645,237,1,22654.98
3537,279,1,16704.42
4364,241,3,10816.67
1837,274,1,47618.89
1138,221,3,5591.64
3625,277,5,14036.09
1150,276,4,7742.08
5300,286,4,32785.73
5458,205,2,5773.02
3976,263,3,10537.06
2382,279,1,31510.49
4595,264,5,8722.51
2422,248,5,24861.69
4803,235,4,29069.31
2720,257,1,22830.77
1476,285,4,27760.59
2665,217,5,3231.9
5048,208,1,12533.71
5157,279,3,47660.53
3019,208,5,23214.81
3135,252,5,20874.69
5601,275,2,2168.18
2180,278,1,31331.18
3573,207,5,36429.88
4532,209,2,16292.73
2636,270,4,4594.31
1323,218,3,29566.71
1696,251,4,552.54
1720,208,3,6250.13
2039,239,3,39000.5
5129,235,4,37038.33
1893,234,1,47551.03
1868,209,5,25372.49
4608,204,3,49454.89
4588,227,3,45815.8
1091,215,4,47394.32
1132,236,2,38510.95
4794,228,3,15651.35
3229,248,4,2622.49
5874,230,1,44567.17
1725,281,5,12509.85
2673,279,2,46049.69
3501,205,4,16770.86
2286,223,3,42565.22
2236,221,2,36516.52
3000,226,4,29309.0
2310,258,2,12530.06
5380,204,3,24893.95
1657,250,3,24616.4
3755,202,1,17161.06
3816,246,4,16405.12
4152,207,2,43415.71
4588,223,1,49713.07
1142,269,5,13485.96
3344,259,2,36207.28
2635,256,4,14425.64
1073,248,3,34559.96
3396,264,2,29667.67
4995,233,1,28119.76
5513,251,1,44997.91
3429,255,1,27668.38
2267,260,1,16243.54
3325,235,3,20543.77
3105,235,5,44291.03
5810,257,1,49063.79
1310,258,1,44388.57
3687,269,3,527.03
3082,299,4,7688.84
4938,249,1,37239.25
4052,243,2,6909.6
5127,268,4,23827.23
2444,273,4,17164.13
5595,232,4,35131.88
4496,232,2,18509.5
3735,280,4,6754.7
3275,248,5,10977.14
1490,259,3,29976.17
1196,293,5,4238.57
3564,297,3,43200.87
3637,282,3,14295.8
2516,275,1,44022.31
4254,255,5,4686.6
5968,246,1,28388.82
5100,205,5,24651.66
4261,290,4,3765.53
3470,299,3,17747.8
5448,217,2,49822.15
5833,272,2,28157.61
5702,264,1,43084.42
4659,289,3,5331.26
3538,289,3,5695.09
1747,236,4,35460.57
1023,256,3,7084.61
1693,240,2,43463.24
3603,272,3,24655.93
2974,265,4,43380.7
5139,270,4,40005.33
3804,208,4,2370.78
3795,258,2,9863.99
5034,249,4,44195.57
1687,270,2,44527.72
3946,228,2,10451.34
3602,254,5,25599.33
